id;tipo_dia;unidade;barra;potencia_pv_kw;potencia_bess_kw;razao_bess_h;capacidade_bess_kwh;fator_carga
66;parcialmente_nublado;3;14;56,63;56,63;3,339;189,07;0,9777
66;parcialmente_nublado;4;18;16,79;16,79;1,758;29,52;1,1027
66;parcialmente_nublado;5;25;237,62;237,62;3,489;829,02;0,9594
66;parcialmente_nublado;6;32;1204,18;1204,18;3,112;3747,18;1,1053
67;parcialmente_nublado;1;6;157,8;157,8;3,257;513,98;1,0055
67;parcialmente_nublado;2;10;367,19;367,19;3,26;1197,02;0,9792
67;parcialmente_nublado;3;14;30,72;30,72;3,149;96,75;1,0001
67;parcialmente_nublado;4;18;65,37;65,37;3,008;196,66;1,0766
67;parcialmente_nublado;5;25;31,17;31,17;2,431;75,78;0,9327
67;parcialmente_nublado;6;32;685,6;685,6;2,927;2006,64;0,9569
68;nublado;1;6;726,93;726,93;2,512;1825,82;1,0545
68;nublado;2;10;661,41;661,41;3,126;2067,77;0,9714
68;nublado;3;14;224,09;224,09;1,747;391,45;1,0022
68;nublado;4;18;320,48;320,48;1,973;632,4;1,0478
68;nublado;5;25;73,32;73,32;2,003;146,83;0,9758
68;nublado;6;32;856,76;856,76;1,077;922,93;0,9977
69;parcialmente_nublado;1;6;543,8;543,8;1,773;964,21;1,0146
69;parcialmente_nublado;2;10;195,83;195,83;3,655;715,73;0,9818
69;parcialmente_nublado;3;14;226,76;226,76;2,731;619,28;0,9908
69;parcialmente_nublado;4;18;634,98;634,98;1,663;1056,26;0,8756
69;parcialmente_nublado;5;25;411,58;411,58;1,807;743,88;0,9889
69;parcialmente_nublado;6;32;226,65;226,65;3,409;772,74;1,0485
70;parcialmente_nublado;1;6;363,24;363,24;3,031;1101,07;1,0617
70;parcialmente_nublado;2;10;12,45;12,45;3,317;41,28;0,9996
70;parcialmente_nublado;3;14;561,77;561,77;2,42;1359,28;0,9806
70;parcialmente_nublado;4;18;182,61;182,61;2,853;521,03;1,0653
70;parcialmente_nublado;5;25;311,01;311,01;2,369;736,77;0,9754
70;parcialmente_nublado;6;32;76,81;76,81;3,682;282,82;0,9294
71;parcialmente_nublado;1;6;13,32;13,32;3,913;52,12;0,9098
71;parcialmente_nublado;2;10;266,16;266,16;2,121;564,48;1,0166
71;parcialmente_nublado;3;14;198,23;198,23;3,044;603,49;1,0182
71;parcialmente_nublado;4;18;26,11;26,11;1,191;31,09;0,966
71;parcialmente_nublado;5;25;147,86;147,86;2,189;323,63;0,9358
71;parcialmente_nublado;6;32;92,04;92,04;3,891;358,18;1,0738
72;ceu_aberto;1;6;334,05;334,05;1,648;550,65;1,0533
72;ceu_aberto;2;10;305,1;305,1;2,773;845,93;0,9871
72;ceu_aberto;3;14;6,67;6,67;3,74;24,94;1,0634
72;ceu_aberto;4;18;143,12;143,12;3,393;485,65;1,0246
72;ceu_aberto;5;25;109,21;109,21;3,764;411,1;0,9388
72;ceu_aberto;6;32;298,55;298,55;3,936;1174,97;1,0712
73;parcialmente_nublado;1;6;418,7;418,7;2,342;980,59;1,0735
73;parcialmente_nublado;2;10;35,56;35,56;3,37;119,82;0,9689
73;parcialmente_nublado;3;14;66,44;66,44;2,855;189,68;0,908
73;parcialmente_nublado;4;18;150,98;150,98;1,339;202,2;1,0664
73;parcialmente_nublado;5;25;181,97;181,97;1,469;267,32;0,9748
73;parcialmente_nublado;6;32;360,52;360,52;2,311;833,2;0,9696
74;parcialmente_nublado;1;6;289,57;289,57;3,162;915,56;0,9842
74;parcialmente_nublado;2;10;854,42;854,42;3,297;2817,25;1,0134
74;parcialmente_nublado;3;14;0,83;0,83;1,274;1,05;1,0358
74;parcialmente_nublado;4;18;77,81;77,81;2,542;197,77;0,9974
74;parcialmente_nublado;5;25;717,75;717,75;1,695;1216,41;1,0008
74;parcialmente_nublado;6;32;734,69;734,69;1,544;1134,11;1,0072
75;ceu_aberto;1;6;612,64;612,64;2,209;1353,12;1,1068
75;ceu_aberto;2;10;426,23;426,23;3,722;1586,33;1,0141
75;ceu_aberto;3;14;213,18;213,18;3,221;686,65;1,0825
75;ceu_aberto;4;18;329,09;329,09;2,629;865,03;0,9685
75;ceu_aberto;5;25;556,81;556,81;2,589;1441,55;0,9984
75;ceu_aberto;6;32;2,84;2,84;2,043;5,8;1,0017
76;parcialmente_nublado;1;6;242,96;242,96;1,788;434,4;0,9691
76;parcialmente_nublado;2;10;324,89;324,89;2,513;816,53;1,0449
76;parcialmente_nublado;3;14;1002,88;1002,88;3,232;3241,45;0,9587
76;parcialmente_nublado;4;18;672,14;672,14;2,51;1686,84;1,0923
76;parcialmente_nublado;5;25;148,75;148,75;1,203;179,01;1,0967
76;parcialmente_nublado;6;32;103,29;103,29;3,171;327,49;1,0128
77;ceu_aberto;1;6;612,06;612,06;2,731;1671,64;0,9816
77;ceu_aberto;2;10;139,19;139,19;2,027;282,1;1,0351
77;ceu_aberto;3;14;348,12;348,12;1,252;435,72;0,9334
77;ceu_aberto;4;18;404,58;404,58;3,978;1609,57;1,0586
77;ceu_aberto;5;25;288,92;288,92;1,382;399,16;0,9268
77;ceu_aberto;6;32;144,73;144,73;1,217;176,14;0,9666
78;parcialmente_nublado;1;6;495,66;495,66;2,387;1183,19;1,023
78;parcialmente_nublado;2;10;543,84;543,84;2,17;1180,24;0,9239
78;parcialmente_nublado;3;14;48,57;48,57;3,591;174,39;1,0399
78;parcialmente_nublado;4;18;1180,88;1180,88;3,788;4472,93;0,9722
78;parcialmente_nublado;5;25;259,96;259,96;1,91;496,61;1,0006
78;parcialmente_nublado;6;32;198,2;198,2;3,592;711,91;0,9954
79;ceu_aberto;1;6;55,12;55,12;1,122;61,87;0,9674
79;ceu_aberto;2;10;92,24;92,24;1,945;179,4;0,9694
79;ceu_aberto;3;14;333,23;333,23;2,727;908,61;0,9736
79;ceu_aberto;4;18;79,18;79,18;3,852;305,0;1,0677
79;ceu_aberto;5;25;186,19;186,19;3,577;666,06;0,8389
79;ceu_aberto;6;32;86,26;86,26;1,685;145,35;1,0198
80;nublado;1;6;705,91;705,91;3,798;2680,99;0,9686
80;nublado;2;10;618,91;618,91;2,815;1742,15;1,0643
80;nublado;3;14;130,34;130,34;2,978;388,21;0,9871
80;nublado;4;18;616,98;616,98;2,205;1360,69;1,0139
80;nublado;5;25;166,78;166,78;3,727;621,57;0,9533
80;nublado;6;32;121,38;121,38;2,914;353,69;0,9502
81;ceu_aberto;1;6;571,76;571,76;1,071;612,44;1,0237
81;ceu_aberto;2;10;251,74;251,74;1,239;312,0;1,0354
81;ceu_aberto;3;14;666,89;666,89;2,254;1503,11;1,0589
81;ceu_aberto;4;18;214,97;214,97;3,829;823,05;1,0204
81;ceu_aberto;5;25;179,9;179,9;3,165;569,31;0,9312
81;ceu_aberto;6;32;408,78;408,78;1,264;516,85;0,9763
82;parcialmente_nublado;1;6;202,85;202,85;3,847;780,44;0,999
82;parcialmente_nublado;2;10;554,48;554,48;3,996;2215,64;0,9876
82;parcialmente_nublado;3;14;645,55;645,55;1,706;1101,45;0,9786
82;parcialmente_nublado;4;18;81,94;81,94;3,181;260,66;0,9995
82;parcialmente_nublado;5;25;164,35;164,35;2,134;350,73;0,9433
82;parcialmente_nublado;6;32;211,11;211,11;1,024;216,24;1,0515
83;parcialmente_nublado;1;6;426,73;426,73;1,865;795,7;0,9411
83;parcialmente_nublado;2;10;1387,1;1387,1;1,481;2054,19;1,0234
83;parcialmente_nublado;3;14;248,94;248,94;2,634;655,61;1,0891
83;parcialmente_nublado;4;18;326,68;326,68;2,597;848,36;0,9876
83;parcialmente_nublado;5;25;48,6;48,6;1,228;59,66;0,8811
83;parcialmente_nublado;6;32;492,39;492,39;3,095;1523,77;1,0335
84;parcialmente_nublado;1;6;1132,39;1132,39;2,159;2445,21;1,0243
84;parcialmente_nublado;2;10;186,74;186,74;1,991;371,77;0,9575
84;parcialmente_nublado;3;14;515,86;515,86;2,786;1437,23;1,0153
84;parcialmente_nublado;4;18;65,57;65,57;3,617;237,14;0,9634
84;parcialmente_nublado;5;25;436,37;436,37;1,143;498,66;0,9551
84;parcialmente_nublado;6;32;1196,03;1196,03;2,156;2579,14;0,9681
85;ceu_aberto;1;6;74,86;74,86;1,415;105,94;1,0516
85;ceu_aberto;2;10;1703,6;1703,6;3,244;5527,29;0,9296
85;ceu_aberto;3;14;865,49;865,49;2,409;2084,94;1,0222
85;ceu_aberto;4;18;115,08;115,08;3,349;385,37;1,0425
85;ceu_aberto;5;25;103,62;103,62;3,239;335,61;1,0446
85;ceu_aberto;6;32;67,55;67,55;2,814;190,08;0,9443
86;ceu_aberto;1;6;428,39;428,39;1,167;500,02;0,9537
86;ceu_aberto;2;10;104,23;104,23;2,722;283,71;0,9775
86;ceu_aberto;3;14;203,38;203,38;3,589;729,94;1,0037
86;ceu_aberto;4;18;159,36;159,36;2,444;389,5;1,0597
86;ceu_aberto;5;25;236,14;236,14;1,236;291,77;0,933
86;ceu_aberto;6;32;820,54;820,54;2,682;2200,37;0,984
87;ceu_aberto;1;6;371,79;371,79;3,249;1207,89;0,934
87;ceu_aberto;2;10;448,31;448,31;1,408;631,07;0,9881
87;ceu_aberto;3;14;380,04;380,04;1,2;456,0;1,0643
87;ceu_aberto;4;18;467,96;467,96;3,928;1838,27;0,9971
87;ceu_aberto;5;25;705,79;705,79;3,871;2732,11;1,0071
87;ceu_aberto;6;32;65,2;65,2;1,181;77,02;1,0238
88;parcialmente_nublado;1;6;16,25;16,25;1,664;27,04;1,0799
88;parcialmente_nublado;2;10;472,53;472,53;1,484;701,35;1,0322
88;parcialmente_nublado;3;14;628,03;628,03;2,116;1328,91;0,9673
88;parcialmente_nublado;4;18;268,86;268,86;3,541;952,03;0,9745
88;parcialmente_nublado;5;25;706,09;706,09;3,484;2459,82;1,004
88;parcialmente_nublado;6;32;128,4;128,4;2,148;275,86;1,016
89;parcialmente_nublado;1;6;509,3;509,3;3,366;1714,12;1,0092
89;parcialmente_nublado;2;10;130,58;130,58;1,502;196,08;0,9504
89;parcialmente_nublado;3;14;251,99;251,99;1,085;273,51;1,0053
89;parcialmente_nublado;4;18;268,14;268,14;2,888;774,4;1,0075
89;parcialmente_nublado;5;25;120,24;120,24;3,928;472,31;0,9248
89;parcialmente_nublado;6;32;158,78;158,78;1,994;316,54;1,0498
90;nublado;1;6;1048,41;1048,41;2,474;2593,82;1,0234
90;nublado;2;10;9,78;9,78;3,617;35,37;0,9728
90;nublado;3;14;74,99;74,99;3,136;235,18;0,9748
90;nublado;4;18;93,39;93,39;2,74;255,88;0,924
90;nublado;5;25;179,91;179,91;1,267;227,95;1,0463
90;nublado;6;32;89,16;89,16;3,082;274,8;0,9807
91;nublado;1;6;183,54;183,54;2,368;434,6;1,0457
91;nublado;2;10;114,16;114,16;2,033;232,12;0,9506
91;nublado;3;14;426,37;426,37;3,081;1313,73;1,0808
91;nublado;4;18;80,68;80,68;3,279;264,54;0,9518
91;nublado;5;25;60,52;60,52;3,559;215,38;1,0106
91;nublado;6;32;124,19;124,19;3,919;486,64;0,9995
92;parcialmente_nublado;1;6;348,67;348,67;3,25;1133,17;0,992
92;parcialmente_nublado;2;10;172,01;172,01;2,53;435,13;0,9878
92;parcialmente_nublado;3;14;566,71;566,71;1,314;744,92;1,0028
92;parcialmente_nublado;4;18;509,58;509,58;3,575;1821,69;0,9938
92;parcialmente_nublado;5;25;850,0;850,0;1,929;1639,9;0,9892
92;parcialmente_nublado;6;32;868,08;868,08;3,914;3397,57;1,0572
93;parcialmente_nublado;1;6;286,58;286,58;2,767;792,93;0,9968
93;parcialmente_nublado;2;10;403,58;403,58;1,418;572,1;1,0046
93;parcialmente_nublado;3;14;308,43;308,43;1,01;311,56;0,9725
93;parcialmente_nublado;4;18;23,84;23,84;1,736;41,39;0,9745
93;parcialmente_nublado;5;25;1036,85;1036,85;3,114;3228,5;1,0144
93;parcialmente_nublado;6;32;285,08;285,08;1,298;369,91;1,0472
94;ceu_aberto;1;6;410,76;410,76;2,417;992,96;1,0524
94;ceu_aberto;2;10;258,02;258,02;3,095;798,57;0,9581
94;ceu_aberto;3;14;229,36;229,36;2,301;527,77;0,97
94;ceu_aberto;4;18;112,98;112,98;1,607;181,53;1,0297
94;ceu_aberto;5;25;170,57;170,57;1,642;280,04;1,0002
94;ceu_aberto;6;32;235,58;235,58;1,017;239,68;1,0292
95;ceu_aberto;1;6;547,11;547,11;2,124;1161,84;0,9952
95;ceu_aberto;2;10;82,29;82,29;1,242;102,24;0,9901
95;ceu_aberto;3;14;135,58;135,58;2,162;293,11;0,9782
95;ceu_aberto;4;18;178,12;178,12;2,801;498,84;1,0524
95;ceu_aberto;5;25;23,97;23,97;2,541;60,91;0,9466
95;ceu_aberto;6;32;610,71;610,71;3,084;1883,2;1,0173
96;parcialmente_nublado;1;6;353,93;353,93;2,924;1035,06;1,0255
96;parcialmente_nublado;2;10;68,97;68,97;3,631;250,4;1,0101
96;parcialmente_nublado;3;14;415,82;415,82;3,028;1259,16;1,0265
96;parcialmente_nublado;4;18;175,7;175,7;2,071;363,87;0,994
96;parcialmente_nublado;5;25;24,99;24,99;2,538;63,43;0,9983
96;parcialmente_nublado;6;32;1380,05;1380,05;3,027;4177,76;1,0453
97;nublado;1;6;7,88;7,88;3,327;26,2;1,0315
97;nublado;2;10;550,91;550,91;1,864;1027,14;0,985
97;nublado;3;14;775,8;775,8;1,972;1529,83;1,034
97;nublado;4;18;218,94;218,94;3,037;664,83;0,9645
97;nublado;5;25;255,34;255,34;2,69;686,77;0,8943
97;nublado;6;32;819,06;819,06;1,487;1217,69;0,9788
98;ceu_aberto;1;6;515,99;515,99;1,562;805,72;1,0869
98;ceu_aberto;2;10;272,39;272,39;3,32;904,31;1,0214
98;ceu_aberto;3;14;218,27;218,27;2,423;528,91;1,0169
98;ceu_aberto;4;18;1723,35;1723,35;2,053;3538,78;0,9936
98;ceu_aberto;5;25;155,88;155,88;2,083;324,74;0,9966
98;ceu_aberto;6;32;461,2;461,2;3,557;1640,32;0,9868
99;parcialmente_nublado;1;6;665,63;665,63;2,259;1503,68;0,9846
99;parcialmente_nublado;2;10;254,29;254,29;3,944;1002,96;1,0685
99;parcialmente_nublado;3;14;645,0;645,0;2,048;1321,26;0,9951
99;parcialmente_nublado;4;18;211,07;211,07;3,765;794,7;1,0413
99;parcialmente_nublado;5;25;127,05;127,05;3,799;482,64;0,9887
99;parcialmente_nublado;6;32;592,78;592,78;1,726;1022,88;1,0833
100;parcialmente_nublado;1;6;418,94;418,94;1,176;492,58;1,0746
100;parcialmente_nublado;2;10;12,27;12,27;1,646;20,2;1,0362
100;parcialmente_nublado;3;14;53,8;53,8;3,996;214,95;1,0461
100;parcialmente_nublado;4;18;435,68;435,68;2,299;1001,72;0,974
100;parcialmente_nublado;5;25;89,7;89,7;3,109;278,86;0,9201
100;parcialmente_nublado;6;32;732,31;732,31;1,548;1133,61;1,0745
101;parcialmente_nublado;1;6;588,55;588,55;2,919;1717,78;1,0469
101;parcialmente_nublado;2;10;860,98;860,98;2,991;2575,46;0,9968
101;parcialmente_nublado;3;14;59,62;59,62;2,243;133,71;0,9373
101;parcialmente_nublado;4;18;149,17;149,17;1,134;169,11;0,9501
101;parcialmente_nublado;5;25;1162,4;1162,4;3,353;3897,92;1,0136
101;parcialmente_nublado;6;32;648,86;648,86;3,036;1970,03;1,0171
102;ceu_aberto;1;6;646,63;646,63;3,069;1984,32;0,9582
102;ceu_aberto;2;10;1239,71;1239,71;2,227;2760,26;0,9452
102;ceu_aberto;3;14;101,88;101,88;1,618;164,88;1,1384
102;ceu_aberto;4;18;197,91;197,91;2,208;437,04;0,9874
102;ceu_aberto;5;25;420,12;420,12;1,228;515,85;0,9037
102;ceu_aberto;6;32;27,06;27,06;3,086;83,52;1,0747
103;parcialmente_nublado;1;6;118,91;118,91;3,315;394,2;1,0016
103;parcialmente_nublado;2;10;787,29;787,29;3,759;2959,12;0,9919
103;parcialmente_nublado;3;14;51,57;51,57;2,6;134,06;1,0165
103;parcialmente_nublado;4;18;12,34;12,34;1,3;16,04;1,0375
103;parcialmente_nublado;5;25;173,39;173,39;2,766;479,6;1,0305
103;parcialmente_nublado;6;32;462,81;462,81;3,335;1543,55;0,9834
104;ceu_aberto;1;6;282,23;282,23;2,644;746,33;0,9859
104;ceu_aberto;2;10;967,05;967,05;2,359;2281,31;0,9682
104;ceu_aberto;3;14;1355,6;1355,6;3,633;4925,28;1,0771
104;ceu_aberto;4;18;741,03;741,03;1,3;963,41;0,929
104;ceu_aberto;5;25;146,25;146,25;1,773;259,33;1,0057
104;ceu_aberto;6;32;86,17;86,17;3,255;280,52;0,9946
105;parcialmente_nublado;1;6;366,57;366,57;2,743;1005,4;1,0515
105;parcialmente_nublado;2;10;1473,29;1473,29;2,877;4238,31;1,0991
105;parcialmente_nublado;3;14;148,55;148,55;1,155;171,59;1,0477
105;parcialmente_nublado;4;18;561,69;561,69;1,633;917,3;1,1086
105;parcialmente_nublado;5;25;17,16;17,16;1,223;20,99;0,9539
105;parcialmente_nublado;6;32;1022,39;1022,39;1,867;1908,54;0,959
106;parcialmente_nublado;1;6;753,68;753,68;3,824;2881,9;1,0508
106;parcialmente_nublado;2;10;591,28;591,28;2,766;1635,7;0,9414
106;parcialmente_nublado;3;14;443,37;443,37;1,934;857,29;1,0514
106;parcialmente_nublado;4;18;353,25;353,25;2,349;829,8;0,9676
106;parcialmente_nublado;5;25;558,72;558,72;3,417;1909,17;1,0181
106;parcialmente_nublado;6;32;165,07;165,07;1,485;245,1;0,9745
107;ceu_aberto;1;6;131,27;131,27;1,517;199,16;0,9477
107;ceu_aberto;2;10;305,39;305,39;3,159;964,73;1,0339
107;ceu_aberto;3;14;749,8;749,8;2,843;2132,03;0,9358
107;ceu_aberto;4;18;99,51;99,51;3,039;302,43;0,9834
107;ceu_aberto;5;25;218,62;218,62;2,054;448,98;1,0227
107;ceu_aberto;6;32;990,41;990,41;1,942;1923,01;0,9967
108;parcialmente_nublado;1;6;710,15;710,15;2,965;2105,45;1,009
108;parcialmente_nublado;2;10;7,95;7,95;3,64;28,95;0,9522
108;parcialmente_nublado;3;14;4,76;4,76;1,642;7,82;0,9705
108;parcialmente_nublado;4;18;26,18;26,18;3,916;102,53;1,0623
108;parcialmente_nublado;5;25;378,68;378,68;1,428;540,89;0,9974
108;parcialmente_nublado;6;32;414,13;414,13;1,303;539,77;1,0188
109;ceu_aberto;1;6;1362,83;1362,83;2,848;3881,75;1,0128
109;ceu_aberto;2;10;675,22;675,22;1,567;1058,1;0,944
109;ceu_aberto;3;14;21,27;21,27;1,576;33,51;1,0626
109;ceu_aberto;4;18;1168,54;1168,54;2,96;3458,66;1,0458
109;ceu_aberto;5;25;16,62;16,62;1,161;19,3;0,9818
109;ceu_aberto;6;32;1,57;1,57;1,94;3,05;0,9892
110;ceu_aberto;1;6;272,35;272,35;3,292;896,56;1,0263
110;ceu_aberto;2;10;354,15;354,15;3,976;1408,04;1,0122
110;ceu_aberto;3;14;112,97;112,97;2,036;230,02;0,9404
110;ceu_aberto;4;18;291,98;291,98;2,233;652,03;0,9804
110;ceu_aberto;5;25;110,14;110,14;1,497;164,86;0,9814
110;ceu_aberto;6;32;241,38;241,38;1,612;389,16;0,9112
111;parcialmente_nublado;1;6;624,47;624,47;1,085;677,45;1,0459
111;parcialmente_nublado;2;10;79,27;79,27;1,411;111,86;0,9845
111;parcialmente_nublado;3;14;26,56;26,56;1,52;40,36;0,9672
111;parcialmente_nublado;4;18;384,59;384,59;1,163;447,37;0,9461
111;parcialmente_nublado;5;25;53,57;53,57;2,97;159,11;1,0179
111;parcialmente_nublado;6;32;129,01;129,01;3,511;452,96;0,948
112;ceu_aberto;1;6;66,48;66,48;2,003;133,14;1,0142
112;ceu_aberto;2;10;551,56;551,56;1,624;895,55;0,9949
112;ceu_aberto;3;14;193,43;193,43;3,401;657,86;0,8762
112;ceu_aberto;4;18;401,29;401,29;2,874;1153,14;1,0251
112;ceu_aberto;5;25;1588,88;1588,88;2,404;3819,99;1,076
112;ceu_aberto;6;32;568,8;568,8;1,652;939,92;1,0058
113;parcialmente_nublado;1;6;5,6;5,6;2,278;12,77;0,9721
113;parcialmente_nublado;2;10;44,73;44,73;3,192;142,76;1,0497
113;parcialmente_nublado;3;14;2771,94;2771,94;2,873;7963,8;1,0264
113;parcialmente_nublado;4;18;355,16;355,16;1,713;608,33;0,9616
113;parcialmente_nublado;5;25;100,09;100,09;2,51;251,19;1,0025
113;parcialmente_nublado;6;32;432,13;432,13;3,779;1632,87;0,9324
114;nublado;1;6;692,0;692,0;1,682;1163,65;0,9736
114;nublado;2;10;1094,07;1094,07;1,012;1107,54;0,9436
114;nublado;3;14;120,61;120,61;2,029;244,7;0,9775
114;nublado;4;18;70,36;70,36;3,907;274,85;0,8999
114;nublado;5;25;250,37;250,37;3,085;772,38;0,9674
114;nublado;6;32;457,97;457,97;2,204;1009,34;0,9516
115;ceu_aberto;1;6;771,83;771,83;1,94;1497,69;1,0126
115;ceu_aberto;2;10;128,1;128,1;2,995;383,69;1,009
115;ceu_aberto;3;14;144,45;144,45;3,519;508,31;0,9242
115;ceu_aberto;4;18;1791,98;1791,98;2,081;3729,35;0,9825
115;ceu_aberto;5;25;22,48;22,48;2,281;51,27;1,0808
115;ceu_aberto;6;32;426,22;426,22;3,946;1681,74;0,967
116;parcialmente_nublado;1;6;412,08;412,08;1,979;815,33;1,077
116;parcialmente_nublado;2;10;288,46;288,46;3,883;1120,01;0,9737
116;parcialmente_nublado;3;14;523,46;523,46;1,548;810,36;0,9783
116;parcialmente_nublado;4;18;25,24;25,24;1,934;48,81;1,0408
116;parcialmente_nublado;5;25;330,65;330,65;2,53;836,44;0,9189
116;parcialmente_nublado;6;32;170,7;170,7;3,589;612,66;0,9393
117;parcialmente_nublado;1;6;946,61;946,61;3,494;3307,76;1,0599
117;parcialmente_nublado;2;10;545,41;545,41;1,565;853,66;0,9857
117;parcialmente_nublado;3;14;99,93;99,93;3,354;335,11;1,065
117;parcialmente_nublado;4;18;850,18;850,18;2,788;2370,71;0,9643
117;parcialmente_nublado;5;25;190,18;190,18;3,68;699,87;1,0465
117;parcialmente_nublado;6;32;333,0;333,0;1,516;504,79;1,0905
118;parcialmente_nublado;1;6;93,5;93,5;2,214;207,01;1,0023
118;parcialmente_nublado;2;10;709,5;709,5;2,287;1622,72;1,0374
118;parcialmente_nublado;3;14;64,76;64,76;1,68;108,82;1,0747
118;parcialmente_nublado;4;18;432,4;432,4;2,368;1023,77;1,0101
118;parcialmente_nublado;5;25;901,66;901,66;3,86;3480,21;0,9903
118;parcialmente_nublado;6;32;796,88;796,88;3,551;2830,01;0,9011
119;parcialmente_nublado;1;6;525,62;525,62;2,72;1429,52;0,968
119;parcialmente_nublado;2;10;351,27;351,27;3,952;1388,06;1,0254
119;parcialmente_nublado;3;14;344,2;344,2;1,873;644,64;0,9643
119;parcialmente_nublado;4;18;133,17;133,17;3,383;450,54;1,0113
119;parcialmente_nublado;5;25;288,96;288,96;2,471;714,15;0,995
119;parcialmente_nublado;6;32;36,66;36,66;1,119;41,04;1,0107
120;ceu_aberto;1;6;512,79;512,79;3,684;1889,11;0,9245
120;ceu_aberto;2;10;468,67;468,67;1,035;485,02;0,9656
120;ceu_aberto;3;14;821,15;821,15;3,898;3200,62;0,9661
120;ceu_aberto;4;18;213,51;213,51;2,421;516,82;0,9813
120;ceu_aberto;5;25;586,77;586,77;3,395;1991,8;0,9537
120;ceu_aberto;6;32;405,28;405,28;1,382;559,94;0,9733
121;parcialmente_nublado;1;6;463,82;463,82;3,568;1655,1;1,0833
121;parcialmente_nublado;2;10;876,29;876,29;1,692;1483,08;0,9911
121;parcialmente_nublado;3;14;348,93;348,93;3,546;1237,36;1,0312
121;parcialmente_nublado;4;18;227,7;227,7;1,418;322,78;1,0402
121;parcialmente_nublado;5;25;1226,59;1226,59;2,741;3361,68;0,9951
121;parcialmente_nublado;6;32;17,77;17,77;3,664;65,11;1,0389
122;parcialmente_nublado;1;6;545,92;545,92;3,665;2000,56;0,9442
122;parcialmente_nublado;2;10;8,04;8,04;1,734;13,94;1,0037
122;parcialmente_nublado;3;14;33,91;33,91;2,723;92,35;0,9672
122;parcialmente_nublado;4;18;53,51;53,51;3,305;176,84;1,0097
122;parcialmente_nublado;5;25;276,74;276,74;1,866;516,53;0,9724
122;parcialmente_nublado;6;32;859,42;859,42;2,227;1913,96;0,9471
123;parcialmente_nublado;1;6;153,71;153,71;2,612;401,5;0,9946
123;parcialmente_nublado;2;10;25,35;25,35;2,408;61,04;0,9944
123;parcialmente_nublado;3;14;471,18;471,18;2,534;1193,95;1,0447
123;parcialmente_nublado;4;18;340,47;340,47;2,909;990,45;1,0167
123;parcialmente_nublado;5;25;174,47;174,47;2,98;519,93;0,9407
123;parcialmente_nublado;6;32;495,7;495,7;1,867;925,42;0,9838
124;parcialmente_nublado;1;6;294,11;294,11;3,695;1086,68;0,9723
124;parcialmente_nublado;2;10;810,65;810,65;1,913;1551,04;0,9713
124;parcialmente_nublado;3;14;599,89;599,89;2,5;1499,99;0,9976
124;parcialmente_nublado;4;18;107,76;107,76;2,267;244,31;0,9316
124;parcialmente_nublado;5;25;1363,61;1363,61;1,516;2066,56;1,0158
124;parcialmente_nublado;6;32;28,76;28,76;2,074;59,65;1,0683
125;nublado;1;6;3,26;3,26;3,78;12,33;0,976
125;nublado;2;10;680,6;680,6;1,095;745,15;1,0015
125;nublado;3;14;34,72;34,72;3,32;115,28;1,0056
125;nublado;4;18;378,09;378,09;1,156;437,14;0,9772
125;nublado;5;25;266,16;266,16;1,114;296,62;0,9863
125;nublado;6;32;283,87;283,87;2,289;649,9;1,0672
126;ceu_aberto;1;6;1370,4;1370,4;2,485;3405,07;0,9866
126;ceu_aberto;2;10;712,98;712,98;2,414;1721,21;1,0174
126;ceu_aberto;3;14;55,0;55,0;3,869;212,78;0,891
126;ceu_aberto;4;18;132,41;132,41;2,301;304,71;0,9972
126;ceu_aberto;5;25;252,45;252,45;3,357;847,45;0,916
126;ceu_aberto;6;32;93,93;93,93;3,826;359,34;0,9396
127;ceu_aberto;1;6;377,81;377,81;2,393;904,15;1,0145
127;ceu_aberto;2;10;170,57;170,57;2,548;434,66;1,0197
127;ceu_aberto;3;14;552,89;552,89;1,998;1104,83;1,0298
127;ceu_aberto;4;18;106,86;106,86;1,83;195,56;0,9525
127;ceu_aberto;5;25;115,84;115,84;2,968;343,79;0,9391
127;ceu_aberto;6;32;551,8;551,8;1,36;750,19;1,0198
128;parcialmente_nublado;1;6;67,0;67,0;3,792;254,07;0,9816
128;parcialmente_nublado;2;10;44,25;44,25;3,797;168,02;1,0016
128;parcialmente_nublado;3;14;378,14;378,14;3,908;1477,79;0,9825
128;parcialmente_nublado;4;18;292,88;292,88;1,376;403,04;1,0452
128;parcialmente_nublado;5;25;132,68;132,68;1,482;196,6;1,0109
128;parcialmente_nublado;6;32;112,42;112,42;3,03;340,66;1,0454
129;parcialmente_nublado;1;6;51,44;51,44;2,782;143,09;1,0563
129;parcialmente_nublado;2;10;170,15;170,15;2,198;374,02;0,9951
129;parcialmente_nublado;3;14;314,4;314,4;3,507;1102,47;1,1001
129;parcialmente_nublado;4;18;303,46;303,46;3,19;967,92;1,0022
129;parcialmente_nublado;5;25;89,06;89,06;3,248;289,26;1,057
129;parcialmente_nublado;6;32;881,76;881,76;1,588;1400,61;1,0147
130;nublado;1;6;830,46;830,46;3,633;3016,74;1,0865
130;nublado;2;10;682,39;682,39;1,311;894,84;0,9254
130;nublado;3;14;354,03;354,03;2,155;762,78;1,0
130;nublado;4;18;185,71;185,71;3,328;618,11;1,0017
130;nublado;5;25;264,24;264,24;2,295;606,43;0,9744
