hora,der,tipo,barra,v_pre,v_pos,q_kvar,p_inst_kw,q_pct_pinst
21,BESS_6_1_barra840,BESS,840,1.035898,1.032111,-4.616,104.87,-4.4
21,BESS_6_2_barra844,BESS,844,1.035271,1.031507,-4.5673,111.81,-4.08
21,BESS_6_3_barra848,BESS,848,1.036537,1.032744,-5.5011,113.09,-4.86
21,BESS_6_4_barra890,BESS,890,0.91363,0.910821,39.0954,111.4,35.09
22,PV_6_0_barra860,PV,860,1.04136,1.041347,-0.0116,0.1365,-8.51
22,PV_6_1_barra840,PV,840,1.040962,1.040948,-0.0088,0.105,-8.37
22,PV_6_2_barra844,PV,844,1.041396,1.041383,-0.0102,0.1182,-8.61
22,PV_6_3_barra848,PV,848,1.041419,1.041405,-0.0134,0.1518,-8.81
22,PV_6_4_barra890,PV,890,0.928621,0.92861,0.0323,0.1255,25.76
22,PV_6_5_barra860,PV,860,1.04136,1.041347,-0.004,0.0464,-8.51
22,PV_6_6_barra840,PV,840,1.040962,1.040948,-0.0035,0.0419,-8.37
22,PV_6_7_barra844,PV,844,1.041396,1.041383,-0.0039,0.0447,-8.61
22,PV_6_8_barra848,PV,848,1.041419,1.041405,-0.004,0.0452,-8.81
22,PV_6_9_barra890,PV,890,0.928621,0.92861,0.0115,0.0446,25.76
22,BESS_6_0_barra860,BESS,860,1.04136,1.041347,0.0,0.0,
22,BESS_6_1_barra840,BESS,840,1.040962,1.040948,0.0,0.0,
22,BESS_6_2_barra844,BESS,844,1.041396,1.041383,0.0,0.0,
22,BESS_6_3_barra848,BESS,848,1.041419,1.041405,0.0,0.0,
22,BESS_6_4_barra890,BESS,890,0.928621,0.92861,0.0,0.0,
23,PV_6_0_barra860,PV,860,1.041358,1.041347,-0.0116,0.1365,-8.51
23,PV_6_1_barra840,PV,840,1.040959,1.040948,-0.0088,0.105,-8.37
23,PV_6_2_barra844,PV,844,1.041394,1.041383,-0.0102,0.1182,-8.61
23,PV_6_3_barra848,PV,848,1.041416,1.041405,-0.0134,0.1518,-8.81
23,PV_6_4_barra890,PV,890,0.928619,0.92861,0.0323,0.1255,25.76
23,PV_6_5_barra860,PV,860,1.041358,1.041347,-0.004,0.0464,-8.51
23,PV_6_6_barra840,PV,840,1.040959,1.040948,-0.0035,0.0419,-8.37
23,PV_6_7_barra844,PV,844,1.041394,1.041383,-0.0039,0.0447,-8.61
23,PV_6_8_barra848,PV,848,1.041416,1.041405,-0.004,0.0452,-8.81
23,PV_6_9_barra890,PV,890,0.928619,0.92861,0.0115,0.0446,25.76
23,BESS_6_0_barra860,BESS,860,1.041358,1.041347,0.0,0.0,
23,BESS_6_1_barra840,BESS,840,1.040959,1.040948,0.0,0.0,
23,BESS_6_2_barra844,BESS,844,1.041394,1.041383,0.0,0.0,
23,BESS_6_3_barra848,BESS,848,1.041416,1.041405,0.0,0.0,
23,BESS_6_4_barra890,BESS,890,0.928619,0.92861,0.0,0.0,
