hora,der,tipo,barra,v_pre,v_pos,q_kvar,p_inst_kw,q_pct_pinst
22,PV_1_5_barra860,PV,860,1.041219,1.041219,0.0,0.0,
22,PV_1_6_barra840,PV,840,1.04082,1.04082,0.0,0.0,
22,PV_1_7_barra844,PV,844,1.041255,1.041255,0.0,0.0,
22,PV_1_8_barra848,PV,848,1.041277,1.041277,0.0,0.0,
22,PV_1_9_barra890,PV,890,0.928331,0.928331,0.0,0.0,
22,BESS_1_0_barra860,BESS,860,1.041219,1.041219,0.0,0.0,
22,BESS_1_1_barra840,BESS,840,1.04082,1.04082,0.0,0.0,
22,BESS_1_2_barra844,BESS,844,1.041255,1.041255,0.0,0.0,
22,BESS_1_3_barra848,BESS,848,1.041277,1.041277,0.0,0.0,
22,BESS_1_4_barra890,BESS,890,0.928331,0.928331,0.0,0.0,
23,PV_1_0_barra860,PV,860,1.041255,1.041255,-0.0018,0.0233,-7.92
23,PV_1_1_barra840,PV,840,1.040856,1.040855,-0.0012,0.016,-7.78
23,PV_1_2_barra844,PV,844,1.041291,1.04129,-0.0017,0.0213,-8.02
23,PV_1_3_barra848,PV,848,1.041313,1.041312,-0.0018,0.0223,-8.22
23,PV_1_4_barra890,PV,890,0.928368,0.928368,0.006,0.0233,25.92
23,PV_1_5_barra860,PV,860,1.041255,1.041255,-0.0005,0.0063,-7.92
23,PV_1_6_barra840,PV,840,1.040856,1.040855,-0.0006,0.0078,-7.78
23,PV_1_7_barra844,PV,844,1.041291,1.04129,-0.0006,0.0078,-8.02
23,PV_1_8_barra848,PV,848,1.041313,1.041312,-0.0006,0.0075,-8.22
23,PV_1_9_barra890,PV,890,0.928368,0.928368,0.002,0.0078,25.92
23,BESS_1_0_barra860,BESS,860,1.041255,1.041255,0.0,0.0,
23,BESS_1_1_barra840,BESS,840,1.040856,1.040855,0.0,0.0,
23,BESS_1_2_barra844,BESS,844,1.041291,1.04129,0.0,0.0,
23,BESS_1_3_barra848,BESS,848,1.041313,1.041312,0.0,0.0,
23,BESS_1_4_barra890,BESS,890,0.928368,0.928368,0.0,0.0,
